-10.0	-8.0
-9.99	-7.99
-9.98	-7.98
-9.97	-7.970000000000001
-9.96	-7.960000000000001
-9.95	-7.950000000000001
-9.94	-7.940000000000001
-9.93	-7.9300000000000015
-9.92	-7.920000000000002
-9.91	-7.910000000000002
-9.9	-7.900000000000002
-9.89	-7.890000000000002
-9.88	-7.880000000000003
-9.87	-7.870000000000003
-9.86	-7.860000000000003
-9.85	-7.850000000000003
-9.84	-7.840000000000003
-9.83	-7.830000000000004
-9.82	-7.820000000000004
-9.81	-7.810000000000004
-9.8	-7.800000000000004
-9.79	-7.7900000000000045
-9.78	-7.780000000000005
-9.77	-7.770000000000005
-9.76	-7.760000000000005
-9.75	-7.750000000000005
-9.74	-7.7400000000000055
-9.73	-7.730000000000006
-9.72	-7.720000000000006
-9.71	-7.710000000000006
-9.7	-7.700000000000006
-9.69	-7.690000000000007
-9.68	-7.680000000000007
-9.67	-7.670000000000007
-9.66	-7.660000000000007
-9.65	-7.6500000000000075
-9.64	-7.640000000000008
-9.63	-7.630000000000008
-9.62	-7.620000000000008
-9.61	-7.610000000000008
-9.6	-7.6000000000000085
-9.59	-7.590000000000009
-9.58	-7.580000000000009
-9.57	-7.570000000000009
-9.56	-7.560000000000009
-9.55	-7.55000000000001
-9.54	-7.54000000000001
-9.53	-7.53000000000001
-9.52	-7.52000000000001
-9.51	-7.5100000000000104
-9.5	-7.500000000000011
-9.49	-7.490000000000011
-9.48	-7.480000000000011
-9.47	-7.470000000000011
-9.46	-7.4600000000000115
-9.45	-7.450000000000012
-9.44	-7.440000000000012
-9.43	-7.430000000000012
-9.42	-7.420000000000012
-9.41	-7.410000000000013
-9.4	-7.400000000000013
-9.39	-7.390000000000013
-9.38	-7.380000000000013
-9.37	-7.370000000000013
-9.36	-7.360000000000014
-9.35	-7.350000000000014
-9.34	-7.340000000000014
-9.33	-7.330000000000014
-9.32	-7.3200000000000145
-9.31	-7.310000000000015
-9.3	-7.300000000000015
-9.29	-7.290000000000015
-9.28	-7.280000000000015
-9.27	-7.270000000000016
-9.26	-7.260000000000016
-9.25	-7.250000000000016
-9.24	-7.240000000000016
-9.23	-7.230000000000016
-9.22	-7.220000000000017
-9.21	-7.210000000000017
-9.2	-7.200000000000017
-9.19	-7.190000000000017
-9.18	-7.1800000000000175
-9.17	-7.170000000000018
-9.16	-7.160000000000018
-9.15	-7.150000000000018
-9.14	-7.140000000000018
-9.13	-7.1300000000000185
-9.12	-7.120000000000019
-9.11	-7.110000000000019
-9.1	-7.100000000000019
-9.09	-7.090000000000019
-9.08	-7.08000000000002
-9.07	-7.07000000000002
-9.06	-7.06000000000002
-9.05	-7.05000000000002
-9.04	-7.0400000000000205
-9.03	-7.030000000000021
-9.02	-7.020000000000021
-9.01	-7.010000000000021
-9.0	-7.000000000000021
-8.99	-6.9900000000000215
-8.98	-6.980000000000022
-8.97	-6.970000000000022
-8.96	-6.960000000000022
-8.95	-6.950000000000022
-8.94	-6.940000000000023
-8.93	-6.930000000000023
-8.92	-6.920000000000023
-8.91	-6.910000000000023
-8.9	-6.9000000000000234
-8.89	-6.890000000000024
-8.879999999999999	-6.880000000000024
-8.87	-6.870000000000024
-8.86	-6.860000000000024
-8.85	-6.8500000000000245
-8.84	-6.840000000000025
-8.83	-6.830000000000025
-8.82	-6.820000000000025
-8.81	-6.810000000000025
-8.8	-6.800000000000026
-8.79	-6.790000000000026
-8.78	-6.780000000000026
-8.77	-6.770000000000026
-8.76	-6.760000000000026
-8.75	-6.750000000000027
-8.74	-6.740000000000027
-8.73	-6.730000000000027
-8.72	-6.720000000000027
-8.71	-6.7100000000000275
-8.7	-6.700000000000028
-8.69	-6.690000000000028
-8.68	-6.680000000000028
-8.67	-6.670000000000028
-8.66	-6.660000000000029
-8.65	-6.650000000000029
-8.64	-6.640000000000029
-8.629999999999999	-6.630000000000029
-8.62	-6.620000000000029
-8.61	-6.61000000000003
-8.6	-6.60000000000003
-8.59	-6.59000000000003
-8.58	-6.58000000000003
-8.57	-6.5700000000000305
-8.56	-6.560000000000031
-8.55	-6.550000000000031
-8.54	-6.540000000000031
-8.53	-6.530000000000031
-8.52	-6.5200000000000315
-8.51	-6.510000000000032
-8.5	-6.500000000000032
-8.49	-6.490000000000032
-8.48	-6.480000000000032
-8.47	-6.470000000000033
-8.46	-6.460000000000033
-8.45	-6.450000000000033
-8.44	-6.440000000000033
-8.43	-6.4300000000000335
-8.42	-6.420000000000034
-8.41	-6.410000000000034
-8.4	-6.400000000000034
-8.39	-6.390000000000034
-8.379999999999999	-6.3800000000000345
-8.37	-6.370000000000035
-8.36	-6.360000000000035
-8.35	-6.350000000000035
-8.34	-6.340000000000035
-8.33	-6.330000000000036
-8.32	-6.320000000000036
-8.31	-6.310000000000036
-8.3	-6.300000000000036
-8.29	-6.2900000000000365
-8.28	-6.280000000000037
-8.27	-6.270000000000037
-8.26	-6.260000000000037
-8.25	-6.250000000000037
-8.24	-6.2400000000000375
-8.23	-6.230000000000038
-8.22	-6.220000000000038
-8.21	-6.210000000000038
-8.2	-6.200000000000038
-8.19	-6.190000000000039
-8.18	-6.180000000000039
-8.17	-6.170000000000039
-8.16	-6.160000000000039
-8.15	-6.150000000000039
-8.14	-6.14000000000004
-8.129999999999999	-6.13000000000004
-8.12	-6.12000000000004
-8.11	-6.11000000000004
-8.1	-6.1000000000000405
-8.09	-6.090000000000041
-8.08	-6.080000000000041
-8.07	-6.070000000000041
-8.06	-6.060000000000041
-8.05	-6.050000000000042
-8.04	-6.040000000000042
-8.03	-6.030000000000042
-8.02	-6.020000000000042
-8.01	-6.010000000000042
